,Referee R0 G0 - Professor,Referee R1 G0 - PhD-Student,Referee R2 G0 - Professor,Referee R3 G0 - PhD-Student,Referee R4 G0 - Professor,Referee R5 G0 - Researcher,Referee R6 G0 - Researcher,Referee R7 G0 - Professor,Referee R8 G0 - Researcher,Referee R9 G0 - Professor,Referee R10 G0 - Researcher,Referee R11 G0 - Researcher,Referee R12 G0 - Professor,Referee R13 G0 - Professor,Referee R14 G0 - PhD-Student,Referee R15 G0 - Professor,Referee R16 G0 - PhD-Student,Referee R17 G0 - Professor,Referee R18 G0 - Researcher,Referee R19 G0 - Researcher,Referee R20 G1 - Researcher,Referee R21 G1 - Researcher,Referee R22 G1 - Researcher,Referee R23 G1 - Professor,Referee R24 G1 - PhD-Student,Referee R25 G1 - PhD-Student,Referee R26 G1 - Researcher,Referee R27 G1 - PhD-Student,Referee R28 G1 - Researcher,Referee R29 G1 - Professor,Referee R30 G1 - Professor,Referee R31 G1 - Professor,Referee R32 G1 - Researcher,Referee R33 G1 - PhD-Student,Referee R34 G1 - Researcher,Referee R35 G1 - PhD-Student,Referee R36 G1 - PhD-Student,Referee R37 G1 - Professor,Referee R38 G1 - Researcher,Referee R39 G1 - Professor,Referee R40 G2 - PhD-Student,Referee R41 G2 - PhD-Student,Referee R42 G2 - Professor,Referee R43 G2 - PhD-Student,Referee R44 G2 - Researcher,Referee R45 G2 - Researcher,Referee R46 G2 - Researcher,Referee R47 G2 - Researcher,Referee R48 G2 - Professor,Referee R49 G2 - PhD-Student,Referee R50 G2 - Professor,Referee R51 G2 - Professor,Referee R52 G2 - Researcher,Referee R53 G2 - Researcher,Referee R54 G2 - Professor,Referee R55 G2 - Researcher,Referee R56 G2 - Professor,Referee R57 G2 - Researcher,Referee R58 G2 - Professor,Referee R59 G2 - Professor,Referee R60 G3 - Professor,Referee R61 G3 - Professor,Referee R62 G3 - Researcher,Referee R63 G3 - Researcher,Referee R64 G3 - Professor,Referee R65 G3 - PhD-Student,Referee R66 G3 - Professor,Referee R67 G3 - Researcher,Referee R68 G3 - Professor,Referee R69 G3 - PhD-Student,Referee R70 G3 - PhD-Student,Referee R71 G3 - PhD-Student,Referee R72 G3 - Researcher,Referee R73 G3 - Professor,Referee R74 G3 - Professor,Referee R75 G3 - PhD-Student,Referee R76 G3 - Professor,Referee R77 G3 - Professor,Referee R78 G3 - Professor,Referee R79 G3 - PhD-Student,Referee R80 G4 - PhD-Student,Referee R81 G4 - PhD-Student,Referee R82 G4 - Researcher,Referee R83 G4 - PhD-Student,Referee R84 G4 - PhD-Student,Referee R85 G4 - Professor,Referee R86 G4 - PhD-Student,Referee R87 G4 - Researcher,Referee R88 G4 - PhD-Student,Referee R89 G4 - Researcher,Referee R90 G4 - PhD-Student,Referee R91 G4 - PhD-Student,Referee R92 G4 - Researcher,Referee R93 G4 - Professor,Referee R94 G4 - Researcher,Referee R95 G4 - Professor,Referee R96 G4 - PhD-Student,Referee R97 G4 - PhD-Student,Referee R98 G4 - PhD-Student,Referee R99 G4 - PhD-Student
Student S73 G1 - Undergraduate-Student,0.33216949358935577,0.520970453201566,0.5029183854273134,0.4154440576770714,0.5194581346946415,0.6908267631415739,0.5509475463939271,0.48199865365645117,0.46152241327087096,0.5389321930590466,0.5160272762954176,0.680724585730435,0.3978299483510595,0.4107479501712143,0.4996256894303558,0.606887596560918,0.5640564400370764,0.4446910162621579,0.3943288768305095,0.44041457927333,0.8116905504055167,0.8826989459154118,0.8335587907153681,0.8183618082374499,0.7975854774202984,0.7565566233396657,0.7565566233396657,0.8612967730032555,0.8398657629275732,0.8786782495102741,0.7601787695756034,0.8541862883579984,0.8308301629292076,0.8557931926604858,0.9265471998388753,0.8529565210270286,0.8193082733715653,0.8168081668517421,0.8199767541250651,0.8066809285942282,0.18679324968673927,0.13229467873928777,0.2894639611264305,0.23871401338725243,0.3939256221436331,0.4249378393928149,0.2274961370415694,0.1897576318072687,0.5859752733382946,0.33022733536021437,0.32190914381209007,0.11508458561542978,0.13240495194095098,0.2509328717360422,0.2858764334722512,0.1318204128080559,0.05246038217694334,0.36326437857394106,0.3231841438957376,0.3207369573912745,0.3476282980610988,0.36649531205551455,0.388732503238455,0.6706257534760691,0.3724974890825297,0.6458956354704503,0.6577968649767318,0.5435421262970863,0.7969639219533792,0.8602170573328718,0.38206873918860923,0.5510621176081325,0.565835407358694,0.477026742164776,0.44008617545847867,0.3641971949687521,0.7863202337321504,0.656555175077844,0.5835929054900333,0.5237328799854684,0.5832518094962391,0.4023072741294593,0.5375374620013487,0.7570682156945995,0.472825880834562,0.5229746242210662,0.586062849769928,0.4702958809248438,0.5569434186982847,0.7216053766414681,0.5372205654576652,0.948706913907615,0.6744204091722653,0.7299202876798654,0.3875424846441956,0.5442710076017885,0.48033329388765855,0.5965313147490474,0.5204146475966962,0.5208812940039437
Student S74 G1 - PhD-Student,0.07572702422513174,-0.007356549559894732,0.21368704011204465,0.05526938541114074,0.18308281832823953,0.41664501604712745,0.24891420270635384,-0.03220851900942942,0.21077540202801665,0.2108439035459734,0.16678892106883125,0.2909147804863006,0.0014379316512656316,-0.016344214929465646,-0.015604873208887413,0.2946172476448896,0.1860886413868113,0.140918022560753,-0.03148513138810727,0.001856121652275916,0.9526478216305825,0.8430647883588659,0.9626889415429172,0.9624618330844136,0.9558862227248008,0.967027016294861,0.967027016294861,0.910472357732313,0.906187061507504,0.8655479190937552,0.963866013208071,0.796967632650545,0.7218149777836521,0.873151400650928,0.9358111208350585,0.9377298614378112,0.9734648485912821,0.9759577000880876,0.9052841149395563,0.9480829899818785,0.2498658808842008,0.26292600587669857,0.2740404978125687,0.21137732159294642,0.42569237279861877,0.4077255747339007,0.4533119332422783,0.22506040675817152,0.6730583142275677,0.45883558970857724,0.2594681947530225,0.22991434324802068,0.2517755103784267,0.2125508750710107,0.3739484495776533,0.24873898614710382,0.24228533990591702,0.45235719843288524,0.4708123222629997,0.47710063020394466,0.07140037870041428,0.07425305705697823,0.026071504821958247,0.3839829864026555,0.06557356544794976,0.31944146925162725,0.24883989487015712,0.012667827737034287,0.4088238114210757,0.5096470750179969,0.027234470259159357,0.15364831579711347,0.22403982414331694,-0.04151025335245555,0.04094263505766023,0.11083990180926392,0.542299271293079,0.21415274107864474,0.2349758318188831,0.05795941686731758,-0.011753176691929657,-0.02048175916291628,-0.00033614242722707077,0.32262849845312336,0.10744289613596619,0.028971383239756288,0.28169307909144853,-0.005706775040024259,-0.024359392875151875,0.3816374728709434,0.17292701677946476,0.6733914254819339,0.4152019563323205,0.2260576708318243,0.0843267610952867,0.15610743624243079,-0.007462064448693406,0.07298537480538086,0.12143649428527636,0.2864039036714719
Student S75 G1 - PhD-Student,0.015352146031413483,0.07379199708584425,0.24942631568415363,0.03937186186089192,0.2083376285108149,0.4798106936090408,0.23093512935045915,0.06072202605923761,0.1813296729654127,0.1783499232955465,0.19327591744281447,0.34430396480083975,0.03743442532122826,-0.013978967607725296,0.06960168482013586,0.3299358912758691,0.23216572348725487,0.1659865736146236,0.00624695919057397,0.08734823848105609,0.9703653992096858,0.8617252514798737,0.9215293273670563,0.9322927179229754,0.968922438825478,0.9805068146484937,0.9805068146484937,0.8768291188146504,0.9276742481757846,0.8891382469363585,0.9806648906699023,0.7788542241814509,0.7486213949056526,0.9399393839024739,0.95121152398457,0.987153213419346,0.9563942348958999,0.9467989623465138,0.9262405920027887,0.9642706156639598,0.0318864647474207,0.008251802772316949,0.08962730726010791,0.01572263527271084,0.21138122839550738,0.2088880071305327,0.2075675098237261,0.018452590719815865,0.5263524969801441,0.22966133783429993,0.08735712822493406,-0.020639440412377294,0.002192938372214636,0.014693968269315766,0.16118670554576559,0.021955184976600692,-0.018012472654826958,0.2294154816110477,0.2325929237656072,0.23716956321949223,0.005817357612418285,0.025949719467003488,0.06579357827573708,0.38382642439603165,0.02484998003516778,0.3501011885703532,0.2866350067688005,0.14738338202456047,0.4857585196654737,0.551535785038059,0.031412317044271776,0.22637902676866462,0.2205193798515384,0.040836595365174436,0.03749933669094055,0.03388730824137014,0.5526754872322837,0.26916707396118755,0.23946194234372312,0.0935511852608605,0.19725108508072337,0.18121208730747157,0.18527838332361624,0.5076563762070778,0.1887168140041905,0.18632227925585798,0.34460486998360884,0.2008737144138879,0.1860151322141605,0.522935443925977,0.37284973382820863,0.7409729462057837,0.5963598779866952,0.41154699209905354,0.1405139760851733,0.35940810770231246,0.19357575189564208,0.14532827084805272,0.17777286411170728,0.2842761598515851
Student S76 G1 - Undergraduate-Student,0.4019923014058793,0.4306747112802642,0.6222766218610795,0.4201113365492439,0.5901092243905981,0.7978123134174843,0.5776858873451215,0.4462426059837138,0.5562124233341696,0.5286097105440773,0.5536957011742358,0.6559492606793762,0.42689713789799294,0.3644870139949139,0.4429214285995549,0.670810151966648,0.5748523686258664,0.5514771789227872,0.3904998066960487,0.48762533053973117,0.8506016069017208,0.7930205207976366,0.82649210366321,0.8201116386134222,0.9319904396594887,0.8764843941067098,0.8764843941067098,0.7683663546076114,0.8052650201152054,0.8464856177661191,0.8757043172441072,0.9210218015312218,0.9164805352565609,0.8663246912951861,0.9151457175934483,0.9593290611284113,0.9367836299005898,0.8419491968088213,0.9659428720450928,0.939098636936109,0.035167057377448366,0.09011691383572898,0.08450362786270194,0.18395502486623516,0.32796969339076376,0.25957915843367935,0.18651488851566336,0.09909713059472133,0.4562595823469868,0.20136311899300421,0.055129018491783574,0.06273960519817814,-0.015212860470389588,0.10020335364957828,0.2243068461440475,0.035870734179387756,-0.018239022101553905,0.20896118658648327,0.20002306924245356,0.31119716189716184,-0.047217294763319914,-0.034544829535118095,-0.005602444561838907,0.3077131180676555,-0.03288212382652392,0.2697567948116242,0.2803607354861668,0.10549070705553878,0.4768623842063715,0.5610574385447378,-0.030622246003384104,0.14901520995009904,0.21346484009799288,0.0726038737116251,0.05592009212799979,-0.024999585960766173,0.468953846464926,0.26737485998556515,0.21689246914462687,0.1114891774769728,0.2773026093831043,0.2177730628097852,0.43047440133958836,0.6938391253694433,0.3066534815246875,0.2845626405902425,0.4422475204716108,0.3055264911202371,0.2675436761115337,0.5129595151792923,0.3842593539578818,0.7908468218579842,0.5771696356843888,0.3864936111311833,0.17772274418418382,0.3798638637647925,0.3239419852529598,0.3050119787656403,0.16583563768035695,0.36079562742906424
Student S77 G1 - Master-Student,0.1875845030270847,0.19391592658216486,0.42239785373728483,0.2051638052064622,0.3525085746633794,0.6126179456471637,0.39732701968904705,0.1724806997711492,0.35147782549861395,0.308623812492254,0.3685212924270087,0.4835797579096296,0.21297066762828065,0.1335952679718782,0.19361536682832203,0.49403552708095794,0.3983091620577336,0.3466456707256348,0.1760780384266691,0.20761113665432637,0.9607712132352265,0.7630054034187201,0.8777697155136502,0.9274758229915246,0.9986827304952125,0.9801450648439963,0.9801450648439963,0.825802601440408,0.9155132840188862,0.9173226372396031,0.9803457183913458,0.8742607839603943,0.8646871863262091,0.8461869605425767,0.9353578509938035,0.9863627831905766,0.9831569162268128,0.943141419832253,0.989029382900106,0.9996418055909777,-0.01344769932025118,0.034322500292250466,0.024987870788577518,0.04290661340308702,0.25708436165410986,0.2142590090891177,0.1848990791977378,-0.0037031434444033673,0.45262245120385164,0.20649524266439678,0.02096376662216355,-0.0007437608948172025,-0.018238270180033923,-0.0008565325427531967,0.14686751191478314,-0.019049898778965124,-0.0359193976297312,0.21540680398036421,0.22099344526800851,0.27189478641982445,-0.021837233205813114,-0.005992089057846234,0.03895265728794413,0.3277868775643072,-0.009396584046877224,0.2938849681839574,0.2512659225835415,0.035997732544431935,0.4549281183740654,0.5082832315904925,-0.004540882046329783,0.16655897562093797,0.22420578953119696,0.01637224476416989,0.03931231634635022,0.0019587975890788395,0.48686410185446327,0.2230898825854617,0.2250299930555407,0.05524206111121839,0.04402528747888551,-0.01154259933545454,0.11820573373453569,0.4388515257895317,0.04993848570881859,0.027952111665811352,0.2124455970242144,0.042573149173822655,0.02753806794652991,0.34443465662061135,0.18191534548192184,0.6676503513669875,0.42026418360805196,0.2456350354098923,-0.03509442644597721,0.17112893965974652,0.048880776815489024,0.05671726329428045,0.005181867866532408,0.15795125349561445
Student S78 G1 - Undergraduate-Student,-0.011093013759405137,0.03792263670686328,0.22774802692872853,0.007364361077435953,0.18325621246669516,0.45917895759586985,0.19967972764715336,0.03050263279552455,0.15635928350075856,0.14584890857813892,0.1638208379224978,0.31115188050142917,0.008492488830848327,-0.04875075311959959,0.03648816301498253,0.30302597210160004,0.20119147977334956,0.14288592579990034,-0.025050533458689794,0.06421606679707204,0.9651075556825054,0.8477762819310537,0.9114718577629783,0.9215198739147321,0.9670043763811069,0.9823991063702302,0.9823991063702302,0.8595284977951022,0.9155009562548797,0.8709998840766462,0.982210880412717,0.7580339978012677,0.728904636262351,0.9369290116054122,0.9367566860825275,0.9845178901952305,0.9512789739747092,0.9379111291526143,0.920273623717554,0.9613018880987222,0.011413469649738758,-0.00987632375665732,0.06501587046910293,-0.006819920247142813,0.18506396980346893,0.17836201470277502,0.19509724377486332,-0.0004020857674971179,0.5074813646423414,0.20802419166602792,0.0578727906970008,-0.038913512028895994,-0.018872008280999397,-0.011164821829768218,0.1432317743747101,0.006672776225972912,-0.03164153831339892,0.20411715475009778,0.2106933329017776,0.21885897926687325,-0.034894578837723934,-0.014615577739365324,0.027994336105538628,0.34506231437392565,-0.015941255286068455,0.31158360581757893,0.24397495458232876,0.11039220842730453,0.4468624966498538,0.5126960353169544,-0.008674196217536345,0.1884686385586934,0.17792134371494966,-0.0019677483918590943,-0.006594200553816612,-0.006415941316570917,0.5173461894561943,0.22652157168657394,0.19725302118724933,0.049315156585352814,0.1725805498593065,0.1749819081154686,0.16742490728505416,0.4921727836379334,0.1729461889288177,0.16720616185084686,0.3286443818145571,0.1906675869642266,0.16368792223334977,0.5077970158742205,0.36787846471577806,0.7150797809999461,0.5936407211130088,0.38470360145499616,0.12683950845184927,0.3528527956134191,0.18197403204203572,0.11061220745210071,0.14988445547044765,0.2664223619210461
Student S79 G1 - Undergraduate-Student,0.05367537586347368,0.10215914756049102,0.22795146026053825,0.08173797003532234,0.20862629122876492,0.45284914047997316,0.2714012223271914,0.0615669777631814,0.19995446098756442,0.23657323118593357,0.20668044477517422,0.3701416103370199,0.04477530160647016,0.03609030101858276,0.08338625325895649,0.33193624016138057,0.24643592743844667,0.15285378685885914,0.024016646015738007,0.06094881208701004,0.9781258124347699,0.913107500765002,0.974681153868607,0.9785790471101226,0.9480715831975698,0.9596186893914068,0.9596186893914068,0.9577780843536741,0.9611887178360681,0.9266637461408643,0.9598330598420272,0.8086275762958004,0.7497881131090773,0.929667713427569,0.9842180989931155,0.9582937722623776,0.9579360319114274,0.9842175443169653,0.9018566076999578,0.9435389119444464,0.20193497513728448,0.16141690389907026,0.2647706774270819,0.1495801631516186,0.36564448814270184,0.38864472921777704,0.35436537363211895,0.16374554808770775,0.6655395147585912,0.40411851540406474,0.2794885323065948,0.13299739900266455,0.1859873677533314,0.18050009566063951,0.30327228167159986,0.17444124082166934,0.14041120234775553,0.4121411412317799,0.4100341218991133,0.37931350315302753,0.19407698215115282,0.20804825531769616,0.20196928489805244,0.5382644980885878,0.2048164254296797,0.4926250686167174,0.42933014137859715,0.2521153490223432,0.5938420889020842,0.6718000541901018,0.19149005523304513,0.35286626370974983,0.37404593371927997,0.16473753576982111,0.19763938268862824,0.22612552609815373,0.6891736779548717,0.40665660658219777,0.39328678134554684,0.24466512528030215,0.21706130137409269,0.14942653015428364,0.15190669324816253,0.46659250191949264,0.21954217657641534,0.20518419641100277,0.3814281081845741,0.16595514157721547,0.19766547361889614,0.5439819885557494,0.3357717690586052,0.7990370542464212,0.5547696572632368,0.4602113249942429,0.1922750297701905,0.32542560886202215,0.16027836729773842,0.23577543328104233,0.2869619582582668,0.3573095352865851
Student S80 G1 - Undergraduate-Student,0.21873352962975623,0.25230499647253596,0.444109594703762,0.23187257424676852,0.41627931628506104,0.6542375025326153,0.4057181976835774,0.2661526512808394,0.3803021212428605,0.3669779840101406,0.37050343283133214,0.49752600666808333,0.22997043895575356,0.17711184274618197,0.2605084961795721,0.5026188048734823,0.39756786336406247,0.36432624740231867,0.19373307292415007,0.3083843229557981,0.9119215359676378,0.8599365552391239,0.8933091081490053,0.8766821073257625,0.9600918729409995,0.9373097618242867,0.9373097618242867,0.8328063539170374,0.8603419894809872,0.8587398847191396,0.9361216800108805,0.8572616706106617,0.8336415989697785,0.9399075517678516,0.9470080060531654,0.9916181858630835,0.9611172318668326,0.898107821707429,0.9555637226272371,0.9605837749531009,0.05622245352222899,0.06979891475631098,0.10924877283655711,0.1294211236099556,0.2862740940441012,0.2447145121763465,0.22209859056057446,0.09046113186032483,0.5172978285739767,0.2300068733476511,0.08231437541633142,0.04264938394177196,0.004791535546044119,0.08070632135749412,0.22385450624013764,0.05766230882042446,0.0031655581804711716,0.2283560301382084,0.22665350149077051,0.29570554980495706,-0.05159404092127945,-0.036425161088347355,-0.01188252492639702,0.326559072283617,-0.03576655854178312,0.28568400512449665,0.26208219466404514,0.11368092428870649,0.46331339499877855,0.5526332099792038,-0.035667437958061765,0.15743178857530996,0.18413718924341427,0.027196581837134467,0.012955393696200794,-0.02379423997107609,0.5006610604294478,0.24919538225457422,0.19826141085356053,0.0801407042335732,0.27084095983453715,0.25358481116176734,0.35645099439620476,0.6493151724799214,0.3058310466913161,0.2848872943114495,0.45156336665954366,0.3071274479631947,0.2640530141990571,0.5663199431581211,0.433887338405951,0.7964918431490947,0.6413074462209065,0.4210463887208867,0.2150071059987546,0.42387681203598104,0.31282075310208035,0.25806329236243164,0.20434949055918064,0.37723374290380507
Student S81 G1 - Undergraduate-Student,-0.004733455203859271,0.11128143967840903,0.22418838753330944,0.045346938274264496,0.18936735217982642,0.45726471672456637,0.23447498650155887,0.07409075138151919,0.15730899034618206,0.1819211008509842,0.19779687030554793,0.36917585567676625,0.04139986723985756,0.005977981273240118,0.09486289295950132,0.3258779256791614,0.24751853713694916,0.14447350572358397,0.02062074130945983,0.07176460843823837,0.9768966802960632,0.8803836690076203,0.9255703543406897,0.948007410749524,0.9439752752761243,0.9590350628126305,0.9590350628126305,0.9109301562005205,0.9598045399254698,0.9237960157994329,0.9611736623662639,0.7737876030988641,0.7441136411678032,0.9300528974245287,0.9641742093122254,0.9653156411992265,0.9318341136143029,0.9539684902360501,0.89917137382449,0.9406906926682194,0.05228810147722081,-0.0006486462290208259,0.12756481168870004,0.007549722998369562,0.21852561098386453,0.24768434849489795,0.19725484006834204,0.016665847639024983,0.5491478621169109,0.2529127844632687,0.15078962457436426,-0.027854395143159155,0.027903620673970692,0.036487462298696136,0.1540696500922772,0.021839900735981077,-0.02189700130824869,0.2641932688388014,0.2570150613159432,0.2235074826843075,0.13769844866916547,0.161278861870486,0.20976086856852227,0.5074784961166615,0.16139042217090416,0.4813402401995424,0.41664385741950166,0.28721242539536324,0.6023380700448461,0.6523020049689864,0.1746034641258623,0.3680988223226066,0.3492813690166734,0.1814274849692778,0.17259304571513864,0.16232613683772876,0.6604392927934126,0.40099792031039727,0.37039371815674654,0.23048213114546479,0.2711712859815724,0.20392095873701693,0.19441268878546208,0.5099417246900928,0.20162856808183427,0.22793510356082258,0.3535298655372237,0.22019138767857604,0.25231852847784925,0.5612267480145123,0.3891778906972076,0.7819370146919742,0.6010365523643307,0.5062173977236508,0.16389651573595437,0.37980640661093673,0.21067373745209084,0.21228908838383725,0.25924927057405817,0.29668530580844976
Student S82 G1 - PhD-Student,0.007096256365556492,0.010432737899323183,0.23552976885121182,0.018200177309397114,0.16837697130682555,0.44720744207630736,0.21942995155549258,-0.015216114101947426,0.170495788200195,0.13924676823854854,0.18096373078366723,0.3120008932647089,0.017390565871519284,-0.051987661970633516,0.005615328881297954,0.31443075656794706,0.21462210088755637,0.15520172792733067,-0.01809715142894197,0.01920010998446056,0.9819074975607351,0.7822316106907978,0.9022552356947755,0.9467513458096481,0.98683289829287,1.0,1.0,0.8504159524767818,0.9328253688505537,0.8948372095632948,0.9998405102241319,0.7800169581922447,0.7534321701529387,0.8678517651503153,0.9236692530986238,0.9734350537998111,0.9674201237269238,0.960904011501124,0.9409781270676338,0.9815226309885773,0.00426345214654314,0.016385643022447764,0.04186269676161258,-0.014091342992490569,0.2091548490421788,0.19209514995979066,0.21241232868252308,-0.016538154635914293,0.4867170734889108,0.22701982538381313,0.041911275633099,-0.017941121803286122,0.0042236491272811955,-0.02328674713851843,0.13734151570556297,-0.0005545345367770349,-0.012268135492821741,0.2276587958364275,0.24108476739292994,0.2493661057208803,-0.02282697023277991,-0.005725685781713327,0.033095680686295315,0.32929463722037683,-0.010551110046724904,0.2939598109625341,0.21907412265416365,0.028154194328245036,0.4181098233407072,0.4713553277451583,-0.008609587030193253,0.16391564087228372,0.18917151068336924,-0.03245727673752352,-0.0021813825489639255,0.005088340433204233,0.49212224475046007,0.19014131171094495,0.198324817067434,0.017595650785098827,0.006042609920745123,-0.010572380911402057,0.014588155058878893,0.35224898224603585,0.018106054706436614,-0.004331968346777015,0.18546315477679726,0.009320306538508238,-0.007876121062028008,0.3523761392484435,0.18913244605567875,0.6287900547794545,0.4348370984051093,0.24295151282868116,-0.02674682236370407,0.17332224536656982,0.003720637617221245,-0.01356927145785175,0.01719978575742298,0.14347589016774975
Student S83 G1 - Undergraduate-Student,-0.0010703524948229935,0.06390048706531906,0.2149713513125363,0.04075861246595942,0.15478807293579522,0.4278592141454113,0.24118356115699638,0.004492242071309854,0.15625463628527608,0.15936025213196425,0.2002931048898015,0.3554510446694509,0.033362051266535964,-0.014227060544908451,0.04269830426211248,0.32243705750412266,0.24649376041238125,0.14006146193849617,0.010822848812893623,0.001892953006916026,1.0,0.8096254360499746,0.9195235657521088,0.981166459166069,0.9662921973524328,0.9819074975607351,0.9819074975607351,0.906030045245609,0.9840256438178565,0.9517599252044227,0.9840988036994571,0.7915259474945883,0.7628289213773753,0.8542132618753995,0.9503607752080756,0.9521727653542115,0.9497823145808513,0.9841261981951712,0.9189082776570936,0.9628946625757249,0.048123449660609344,0.029075558991736722,0.10561761176576241,-0.004972475312340463,0.2437113855456543,0.2645498006563068,0.22125734629685845,-0.0015417243611583753,0.5315154682591521,0.27939855317022566,0.13831339481876806,-0.0041144609595687165,0.05904856941807422,0.022804942074856976,0.14796718565867184,0.016914759143143276,0.004012433671269439,0.29549535587601516,0.29657343026288846,0.2577994220682485,0.15689499889611713,0.1770184139588456,0.22040982687377364,0.4951060328539741,0.17299769651232816,0.4667315291165671,0.3905199136312275,0.19738430706712168,0.5709843578801357,0.6063385305796112,0.17982274231919249,0.3452093223407565,0.3642446377998822,0.14701362737086265,0.17905052988965464,0.1812624539180614,0.6372670714787364,0.36162618822829085,0.3745834146883166,0.19598624237855944,0.07943192971584895,-0.007838511058511466,0.009861231582670882,0.34205616605061306,0.0223296405182703,0.030117225870951114,0.18825196624965285,0.009926485126735107,0.05476109050449113,0.3861547883545372,0.1858975074382609,0.6824072511383392,0.4212969528439073,0.34739724825322843,-0.009757667964331362,0.1752717251857045,0.0027716112079407274,0.06644551471799542,0.11207810803279433,0.1561195556487336
Student S84 G1 - Master-Student,0.1874203029984074,0.1895916749294626,0.42423327414033724,0.2016521739882867,0.3554948229485847,0.6156301425776072,0.3928866935145977,0.17400394134681513,0.35216228291545953,0.30675507270325136,0.36459578868002,0.4777483998186852,0.21038045252465712,0.12941527128599392,0.19165986703427312,0.4918327492500204,0.3930281703810026,0.34753813233942077,0.17205495920802974,0.213731236180883,0.9557105873722362,0.7640463954692036,0.875233246072698,0.9197619344240304,0.9983047094156725,0.9795841621939634,0.9795841621939634,0.8184553863432603,0.9062779719423264,0.9069094974408447,0.9794795635140587,0.8700806198668325,0.860537351671107,0.8525258927518822,0.9318820227423877,0.988665996539036,0.9828091925087739,0.9370177178523211,0.9888672387484082,0.998998370917521,-0.018040255654709916,0.03092827685631311,0.019133368078883203,0.042814137057431756,0.25082706750313893,0.2040439531863607,0.1824195662530389,-0.0038243608420865383,0.4482959835201975,0.19832142092587393,0.010334584815959919,-0.003794719885262754,-0.026748602316530368,-0.0052506545343314615,0.14623253325818641,-0.02027328470061933,-0.03919284475631103,0.20488792467730849,0.21145265961514914,0.2683554717716204,-0.04547857110054997,-0.029799622343045673,0.014692948230182856,0.3077035214103841,-0.03301273794232036,0.2730722582849483,0.2313718529112348,0.021315105477111213,0.4373931913511002,0.49407940731831546,-0.02839876925763793,0.14535675175743404,0.20088639391292096,-0.003789416461791671,0.016053569875144585,-0.021207395273996107,0.46996839159683124,0.20417778935311875,0.20239031812214892,0.03532325925899813,0.048605830679842366,0.003585602135461219,0.1316333972314499,0.4514086892678236,0.06248059697124253,0.037986142604002904,0.22398343841274004,0.057626150552837485,0.033920665610969736,0.3526873770209204,0.19695373620162432,0.6673345448848901,0.4346108501574072,0.24385346948843736,-0.02423020627595912,0.18559940369810363,0.06390085682524743,0.05715958499993645,0.0043384590624682695,0.1666674749255826
Student S85 G1 - Undergraduate-Student,0.005672859721517404,0.08023918115364262,0.224112779962761,0.05279044905261024,0.1615272350119886,0.43438298248694174,0.2527182207761989,0.01608843430099066,0.16298664088473597,0.16666892783441908,0.21452750242428356,0.37052025117094045,0.047946769731727554,-0.0009304687388504429,0.05737610984915682,0.3343126610855258,0.2624316304104383,0.15027676419531252,0.026745249525472883,0.009075498935082305,0.9995451699986944,0.8014252017679183,0.9126189371499398,0.980886128961399,0.9634356764653232,0.9774280885269784,0.9774280885269784,0.9038878127943917,0.9877905376246792,0.9591915882587547,0.980086997355497,0.7955506509663657,0.7705399198007581,0.8435491136736458,0.9490398283825559,0.9478222279269233,0.9453087941553405,0.9824601658505223,0.9184738172763239,0.9608110046872889,0.03823135999539558,0.019402979598274514,0.09779278144349746,-0.013446825365985154,0.23912769927551542,0.26246908123806856,0.20749290595375341,-0.013285414069375362,0.5213339907908453,0.2717294960925154,0.13533862664922203,-0.013936256229565347,0.0518195664951189,0.015874438457213064,0.13576357779221512,0.003667099782768357,-0.008380115113189576,0.2907899256600691,0.29001592441313007,0.24823917634603426,0.17376801943870815,0.1947128574718468,0.24344851323965835,0.5093500624531263,0.19090044551822807,0.4835362368297025,0.40868644816983,0.21383400652850892,0.5883635258779347,0.6180273611439816,0.20038954102069265,0.3652851309329104,0.3849354480972227,0.16993929460779078,0.20076321558786217,0.19669242822298733,0.6478956796503974,0.3796126153370233,0.39420540173190255,0.2151212395946415,0.08163933638402265,-0.017719897988013156,0.007246607280305795,0.3380067714651308,0.010690270297331772,0.024308584520656373,0.17577873949494632,0.0022295749491502703,0.055240389634960974,0.3776473064593418,0.17488503758924107,0.68100153867751,0.4089920162225705,0.35165418261759673,-0.023174651550355807,0.16523853343427058,-0.004428622774142521,0.06805881999652258,0.10906867112197943,0.1428360136232053
